timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],aux_vvel,flow[0],flow[1],terr_flow[0],terr_flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
274562381,274485043,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.09356614,0.09356053,0.010881706,0.27981895,0.2783892,0.2647804,0.0,12.257314,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034603,0.0,0.0,0.0,1.0014839,1.001496,1.0093603,0.0,0.0,0.0,0.0,0.0,0.0
274567233,274494944,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.09356614,0.09356053,0.010881706,0.27981895,0.2783892,0.2647804,0.0,12.257314,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034603,0.0,0.0,0.0,1.0014879,1.0014998,1.0093604,0.0,0.0,0.0,0.0,0.0,0.0
274577116,274503567,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.09356614,0.09356053,0.010881706,0.27981895,0.2783892,0.2647804,0.0,12.257314,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034603,0.0,0.0,0.0,1.0014917,1.0015037,1.0093604,0.0,0.0,0.0,0.0,0.0,0.0
274592223,274508547,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.09356614,0.09356053,0.010881706,0.27981895,0.2783892,0.2647804,0.0,12.257314,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034603,0.0,0.0,0.0,1.0014956,1.0015076,1.0093604,0.0,0.0,0.0,0.0,0.0,0.0
274598289,274518381,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.0935524,0.09354759,0.010899212,0.27928773,0.27802715,0.26457423,0.0,12.257314,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034603,0.0,0.0,0.0,1.0014995,1.0015115,1.0093603,0.0,0.0,0.0,0.0,0.0,0.0
274611890,274527035,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.0935524,0.09354759,0.010899212,0.27928773,0.27802715,0.26457423,0.0,12.257314,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034603,0.0,0.0,0.0,1.0014887,1.0015007,1.0093603,0.0,0.0,0.0,0.0,0.0,0.0
274622841,274531946,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.0935524,0.09354759,0.010899212,0.27928773,0.27802715,0.26457423,0.0,12.257314,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034603,0.0,0.0,0.0,1.0014925,1.0015045,1.0093603,0.0,0.0,0.0,0.0,0.0,0.0
274636659,274536918,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.0935524,0.09354759,0.010899212,0.27928773,0.27802715,0.26457423,0.0,12.257314,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034603,0.0,0.0,0.0,1.0014963,1.0015084,1.0093604,0.0,0.0,0.0,0.0,0.0,0.0
274646326,274541963,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.0935524,0.09354759,0.010899212,0.27928773,0.27802715,0.26457423,0.0,12.257314,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034603,0.0,0.0,0.0,1.0015004,1.0015123,1.0093603,0.0,0.0,0.0,0.0,0.0,0.0
274661118,274546800,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.0935524,0.09354759,0.010899212,0.27928773,0.27802715,0.26457423,0.0,12.257314,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034603,0.0,0.0,0.0,1.0015041,1.0015161,1.0093604,0.0,0.0,0.0,0.0,0.0,0.0
274671375,274561612,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.09356286,0.09355877,0.010930619,0.27903402,0.27792022,0.2643915,0.0,12.257314,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034673,0.0,0.0,0.0,1.0015076,1.0015198,1.0093604,0.0,0.0,0.0,0.0,0.0,0.0
274679790,274566538,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.09356286,0.09355877,0.010930619,0.27903402,0.27792022,0.2643915,0.0,12.256504,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034673,0.0,0.0,0.0,1.0014969,1.0015091,1.0093603,0.0,0.0,0.0,0.0,0.0,0.0
274693202,274576402,0.09383269,0.093825154,0.20343208,0.4747017,0.47457576,1.1674502,0.09356286,0.09355877,0.010930619,0.27903402,0.27792022,0.2643915,0.0,12.256504,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.09034673,0.0,0.0,0.0,1.0015006,1.0015128,1.0093603,0.0,0.0,0.0,0.0,0.0,0.0
