timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],reset_integral,fw_control_yaw_wheel
352752933,0.041805454,0.026425581,1.57079,0.0,0.7070881,0.0054376246,0.024118613,0.706693,0.0,0.0,-0.42014414,0,0
352824576,0.033317205,0.020206895,1.57079,0.0,0.7070938,0.0046352204,0.018921353,0.70685136,0.0,0.0,-0.42658728,0,0
352887533,0.038526423,0.023094133,1.57079,0.0,0.70708793,0.005456153,0.021782693,0.706769,0.0,0.0,-0.42550212,0,0
352939703,0.037512183,0.02179889,1.57079,0.0,0.70708716,0.005555497,0.02096654,0.70679367,0.0,0.0,-0.42573872,0,0
352971979,0.032036122,0.02295665,1.57079,0.0,0.7071017,0.0032101278,0.01944042,0.7068372,0.0,0.0,-0.4247173,0,0
353013698,0.042657826,0.016141662,1.57079,0.0,0.70704687,0.009374669,0.020785734,0.706799,0.0,0.0,-0.42033303,0,0
353078933,0.03465504,0.0110277515,1.57079,0.0,0.7070597,0.008353364,0.016149875,0.70692015,0.0,0.0,-0.42036346,0,0
353130890,0.031239362,0.010034518,1.57079,0.0,0.7070693,0.0074969493,0.014591462,0.70695394,0.0,0.0,-0.42467675,0,0
353167834,0.03165192,0.012809017,1.57079,0.0,0.7070776,0.0066619236,0.015718,0.7069298,0.0,0.0,-0.42202204,0,0
353208701,0.024503468,0.0076014665,1.57079,0.0,0.70708376,0.0059757247,0.011350302,0.7070134,0.0,0.0,-0.4195002,0,0
353239449,0.03327401,0.015224838,1.57079,0.0,0.70708025,0.0063813142,0.01714523,0.70689666,0.0,0.0,-0.4188672,0,0
353280155,0.025427435,0.0145963,1.57079,0.0,0.7070986,0.0038294096,0.014149572,0.70696294,0.0,0.0,-0.41974208,0,0
353325890,0.0377729,0.010185382,1.57079,0.0,0.70704174,0.009753404,0.016954158,0.7069013,0.0,0.0,-0.41775987,0,0
353378091,0.035006225,0.0067356676,1.57079,0.0,0.7070384,0.009994865,0.0147568835,0.70695055,0.0,0.0,-0.41768938,0,0
353438632,-0.52355385,0.007201659,1.57079,0.0,0.6823556,-0.18545617,-0.1805362,0.68366915,0.0,0.0,-0.4833152,0,0
353476737,-0.5235711,0.005654726,1.57079,0.0,0.68249726,-0.18493421,-0.18107082,0.68352777,0.0,0.0,-0.48118415,0,0
353554556,-0.52355826,0.006843595,1.57079,0.0,0.68238837,-0.18533552,-0.18066008,0.6836365,0.0,0.0,-0.44411638,0,0
353615978,-0.52358806,0.0035163306,1.57079,0.0,0.682693,-0.18421021,-0.18180735,0.6833323,0.0,0.0,-0.42915013,0,0
353671773,-0.5235584,0.006828901,1.57079,0.0,0.68238974,-0.18533054,-0.18066515,0.6836351,0.0,0.0,-0.43087068,0,0
353708654,-0.5235708,0.0056859255,1.57079,0.0,0.68249434,-0.18494475,-0.18106005,0.6835306,0.0,0.0,-0.44444278,0,0
353738464,-0.52356344,0.0063882377,1.57079,0.0,0.6824301,-0.18518189,-0.18081748,0.68359476,0.0,0.0,-0.45468074,0,0
353772812,-0.5235105,0.010097671,1.57079,0.0,0.68209034,-0.18642923,-0.1795312,0.6839338,0.0,0.0,-0.4582253,0,0
353834547,-0.5234049,0.014959727,1.57079,0.0,0.6816451,-0.18805088,-0.17783187,0.6843776,0.0,0.0,-0.4633579,0,0
353890073,-0.5233823,0.015810575,1.57079,0.0,0.68156713,-0.18833314,-0.17753294,0.6844553,0.0,0.0,-0.47366697,0,0
353915965,-0.5232564,0.019878816,1.57079,0.0,0.6811946,-0.18967621,-0.17609721,0.6848259,0.0,0.0,-0.47463775,0,0
353978974,-0.5229622,0.027101582,1.57079,0.0,0.6805334,-0.1920349,-0.17352201,0.685483,0.0,0.0,-0.4794695,0,0
354030849,-0.51805097,0.028852167,1.57079,0.0,0.680836,-0.19095917,-0.17123778,0.6860571,0.0,0.0,-0.4698271,0,0
354078973,-0.44260168,0.028263345,1.57079,0.0,0.6876024,-0.16494271,-0.14544457,0.69198465,0.0,0.0,-0.4519976,0,0
354135974,-0.3323496,0.030525954,1.57079,0.0,0.695502,-0.12759346,-0.10630579,0.6990679,0.0,0.0,-0.4373357,0,0
354207551,-0.18890983,0.021135679,1.57079,0.0,0.7032129,-0.07412605,-0.059247345,0.7046181,0.0,0.0,-0.42987382,0,0
354248125,-0.119747125,0.026980449,1.57079,0.0,0.70520693,-0.051829614,-0.03278605,0.7063441,0.0,0.0,-0.42425302,0,0
354318638,0.017498717,0.018605886,1.57079,0.0,0.7071089,-0.00039140342,0.012764212,0.7069893,0.0,0.0,-0.42582482,0,0
354340876,0.04980981,0.020984,1.57079,0.0,0.70703554,0.01019119,0.025024135,0.7066617,0.0,0.0,-0.42462784,0,0
354375478,0.09616795,0.026656156,1.57079,0.0,0.70668197,0.024571316,0.043397505,0.70577157,0.0,0.0,-0.4239227,0,0
354439716,0.16833584,0.016292408,1.57079,0.0,0.7050667,0.053703915,0.0651831,0.70409375,0.0,0.0,-0.4120746,0,0
354493932,0.21273425,0.023541173,1.57079,0.0,0.70394754,0.066790394,0.08334158,0.702176,0.0,0.0,-0.41759202,0,0
354532269,0.25125596,0.025865512,1.57079,0.0,0.7026235,0.0795193,0.09766379,0.7003275,0.0,0.0,-0.4046713,0,0
354600133,0.28651512,0.028029937,1.57079,0.0,0.7012116,0.091134444,0.11075029,0.6983776,0.0,0.0,-0.41373572,0,0
354638251,0.2990817,0.03538978,1.57079,0.0,0.7009719,0.09295968,0.117702805,0.6972395,0.0,0.0,-0.41768408,0,0
354697638,0.31848702,0.029915577,1.57079,0.0,0.69976133,0.101672165,0.12255654,0.6964027,0.0,0.0,-0.41804686,0,0
354770496,0.3337469,0.043106306,1.57079,0.0,0.6996558,0.1023961,0.13245039,0.69458896,0.0,0.0,-0.4241328,0,0
