timestamp,armed_time,takeoff_time,nav_state_timestamp,failure_detector_status,arming_state,latest_arming_reason,latest_disarming_reason,nav_state_user_intention,nav_state,hil_state,vehicle_type,failsafe,failsafe_and_user_took_over,gcs_connection_lost,gcs_connection_lost_counter,high_latency_data_link_lost,is_vtol,is_vtol_tailsitter,in_transition_mode,in_transition_to_fw,system_type,system_id,component_id,safety_button_available,safety_off,power_input_valid,usb_connected,open_drone_id_system_present,open_drone_id_system_healthy,parachute_system_present,parachute_system_healthy,avoidance_system_required,avoidance_system_valid,rc_calibration_in_progress,calibration_enabled,pre_flight_checks_pass
344629970,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
345140225,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
345644802,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
346150242,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
346652518,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
347154055,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
347659089,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
348163628,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
348665412,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
349168969,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
349672085,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
350176850,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
350678186,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
351179361,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
351685496,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
352186956,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
352687196,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
353190923,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
353693430,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
354195213,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
354696962,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
355198748,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
355702574,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
356205300,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
356708263,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
357211081,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
357715280,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
358222295,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
358723652,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
359225522,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
359727262,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
360231817,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
360734417,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
361244561,274243408,288805184,305355363,0,2,1,8,14,14,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
361658825,274243408,288805184,361658116,0,2,1,8,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
362162170,274243408,288805184,361658116,0,2,1,8,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
362663745,274243408,288805184,361658116,0,2,1,8,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
363165318,274243408,288805184,361658116,0,2,1,8,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
363667152,274243408,288805184,361658116,0,2,1,8,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
364170299,274243408,288805184,361658116,0,2,1,8,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
364672617,274243408,288805184,361658116,0,2,1,8,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
365174607,274243408,288805184,361658116,0,2,1,8,2,2,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
