timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2],xyz_derivative[0],xyz_derivative[1],xyz_derivative[2]
275353006,275352110,-0.003987111,-0.0034148234,0.0016236338,-1.5743253,-0.45273286,-0.2001915
275372578,275371601,-0.02071199,-0.0023840757,-0.0024992982,-1.7867614,0.2629798,-0.15057276
275390039,275388835,0.006432559,0.0015629104,-0.0010588237,0.61858386,0.4089524,0.1989726
275411546,275411081,0.0065231784,0.0009768291,0.0028080642,0.4597116,-0.051320612,0.0062007885
275431882,275430958,-0.0016543485,-0.004489394,-0.0024046642,1.5631783,-0.48885903,-0.087782145
275449177,275448129,0.0071270564,-0.00256904,-0.0017228182,1.2170539,0.08866379,0.2834865
275472461,275471562,0.006217875,-0.004402181,0.0020683105,1.0421276,-0.36003917,-0.2960129
275493713,275492544,-0.009590026,-0.0043163663,-0.0033667616,-1.824066,0.059527233,-0.27469814
275512992,275512286,0.0019411951,-0.0016444416,-0.0009713629,1.1876345,0.55842006,0.16841227
275529165,275528324,-0.0010255483,0.0008007811,0.002807275,-0.21770431,0.20074919,0.09288746
275551329,275550560,-0.008611503,0.0028326719,-0.004726732,-2.2207048,0.44604614,-0.6253879
275571330,275570370,0.00046816253,0.00033641874,0.0016448149,1.19453,0.359999,0.5693114
275588736,275587594,-3.2394484e-05,-0.0025956081,0.0025121677,-0.16617735,-0.2809224,-0.043849684
275611989,275611085,-0.00049022335,-0.0034260685,-0.0018258251,-1.2690418,-0.26742765,-0.3186698
275631877,275630857,-0.005411575,-0.0001464329,0.0036359807,-1.0140586,0.16734707,1.0331748
275653014,275651943,-0.00087283255,0.0025365548,0.0010234099,-0.23180974,0.6056867,0.25706643
275670888,275670374,0.009295287,-0.0007421571,-0.0019030427,1.718286,-0.13776042,-0.21452819
275689589,275688840,-0.0009463367,-0.0008887864,-0.00026419247,-0.3260413,-0.19632909,-0.11039782
275707899,275707360,-0.002455855,-0.0008847072,0.0020391662,-0.3376155,0.24925034,0.29348966
275729105,275728354,-0.0046618716,7.207587e-05,0.0008162232,-0.697865,0.60769653,0.26177415
275752096,275751852,-0.00055736053,-0.0030747345,-1.7849263e-05,0.07014525,-0.22849017,-0.030577576
275771877,275771634,-0.0050342493,-0.002970961,0.00026830845,-0.57595646,-0.11924752,-0.0012927111
275790297,275790086,-0.00531184,3.0421535e-05,-0.0020539889,-1.1506556,0.02595714,-0.49677676
275806365,275806151,0.0014998771,0.002689273,-0.000433655,0.69847286,0.6431788,0.14516434
275824886,275824687,-0.0062937513,0.00045965507,-0.002357987,-1.224648,-0.14127195,-0.62105644
275853993,275853054,-0.020018253,-0.0031794244,-0.00083016884,-3.3165479,-0.42503297,-0.18073183
275869760,275869128,0.012533754,-0.006294567,0.0015053186,0.6313034,-0.2556496,0.50227654
275889621,275888865,0.019146387,-0.0049999924,-0.00030177552,2.132336,-0.07781194,0.16030034
275913044,275912312,-0.016230322,3.338873e-05,0.0009242245,-3.0608582,0.056617565,0.21779947
275932273,275932067,-0.023537535,0.005223454,-0.001206843,-3.93723,0.79617107,-0.57148486
275951510,275950656,-0.020170266,0.0007841409,0.002137594,-4.312227,0.63292146,0.51072556
275972110,275971606,-0.0236633,-0.0026430106,-0.0011303008,-3.336509,0.1569802,-0.41076428
275993423,275992584,0.005880918,-0.0024545612,-0.0037118853,3.6134646,-0.49545553,-0.7859806
276010094,276009861,-0.031777356,0.00473288,-0.0011337784,-6.0197353,0.72865254,-0.17800586
276031101,276030838,-0.0060356464,0.0024872841,-0.0018798197,1.1609585,-0.30492294,-0.5306241
276053886,276053073,0.030761039,0.0011456338,-0.00061189174,6.580475,-0.52264106,0.13151184
276074270,276074052,0.005542711,-0.0006376627,0.0012077289,0.102167845,0.1429804,0.34972802
276091038,276090209,0.0061375867,-0.005954548,-7.742969e-05,3.340219,-0.22995096,-0.06545644
276112608,276112349,0.016744534,-0.0027608508,-0.00086570065,2.9960618,0.054767583,-0.043948792
276131086,276130827,0.018499544,0.0026735114,0.0003088829,4.981592,0.008197486,0.200088
276150808,276150586,0.018610219,0.0045778295,0.00082654227,4.961128,0.12979943,0.23048611
276171108,276170357,0.024138441,-0.0017178367,0.00063499017,5.632505,-0.84058684,0.2667958
276192791,276192572,-0.0013080069,-0.00096828036,-0.0011025707,-1.0055304,0.02629403,-0.14166373
276214377,276213587,-0.009593543,-0.00033202686,-0.0006072214,-1.8414698,0.105894394,-0.057213843
276231068,276230851,-0.004352241,0.0009909243,-0.0012426204,-0.8956675,0.17716834,-0.18001422
276252668,276251862,0.0005729708,-0.00013983354,0.0012881872,-0.24648245,-0.06653585,0.19229212
276271815,276271603,0.0018628666,0.00019822351,0.00095019024,0.55762005,0.16615808,0.21524379
276290350,276290113,0.004811412,-0.00029618398,0.0002780198,1.4051722,0.08779104,0.20579277
276312553,276312340,0.0012518417,-0.003299917,0.0003132508,-0.9909326,-0.44333425,-0.06973432
276331148,276330854,0.003249495,-0.0021947948,-0.0003359248,-0.8313256,-0.6942333,-0.16566396
276353302,276353085,-0.02081214,0.0040032803,-0.002263603,-4.4493294,0.28415048,-0.26073077
276371830,276371597,-0.012687598,0.005846485,-0.0019510426,-3.2359474,-0.169532,-0.31277436
276392799,276392586,-0.004716206,0.008145647,-0.00023288978,-1.0844669,0.4553962,0.34193262
276412558,276412342,-0.00051454233,0.0025533284,-0.0010648081,0.39462513,0.050582126,0.19624722
276431082,276430869,-0.0034322254,-0.005222769,-0.0044116853,-0.7929549,-0.6287594,-0.71492606
276449609,276449394,-0.0030752686,-0.0092485035,-0.003588122,-1.3947842,-0.85494924,-0.7276135
276472458,276471615,-0.005475103,-0.008398305,0.0015335442,-1.9235978,-0.20117266,0.59100264
276494040,276493822,-0.0024803742,-0.0010704296,0.0031313556,-1.2338693,0.42037764,0.55626845
276511374,276511140,-0.0018672687,0.0029823454,0.00049485546,-1.3911593,0.40722334,0.43766123
276531112,276530886,-0.0013937755,0.004855263,0.0016070912,-1.377497,0.12742095,0.7792557
276552687,276551899,-0.023148842,0.0023963721,0.002590919,-5.450798,-0.14167608,0.46661374
276571143,276570458,-0.017962178,-0.0009856885,0.0023047626,-5.6691327,-0.2531985,0.44159424
276590937,276590128,-0.021818573,-0.002529013,0.0015236628,-5.3739243,0.15852448,0.50587314
276612613,276612374,-0.003939838,-0.0017686514,-0.001482575,0.8087092,0.52092826,-0.317164
276633751,276633328,0.024681237,0.0005622814,-0.0015143801,6.9488473,0.5186291,-0.35575226
276650852,276650637,-0.017057367,0.0031832391,0.0021150894,-1.6693249,0.30279705,0.52179646
276670599,276670384,-0.0036376384,0.004868345,0.0029695253,1.0029795,0.2107111,0.7904888
276693449,276692655,0.0012200744,0.005180727,-0.0026576759,0.6282313,0.25820434,-0.6678966
276710131,276709892,0.0036450522,0.0011117974,0.0016371142,0.7869895,-0.21081905,0.7240427
276729875,276729649,0.004865003,-0.00083897635,0.0028667874,0.69944906,0.15262136,0.72589666
276753329,276753109,0.0033285432,0.00040324777,-0.0024271975,1.005871,-0.027073514,-0.4195922
276773056,276772840,-0.00058925577,0.0028544236,-0.004266672,0.8506806,-0.016169457,-0.6130226
276786677,276786443,0.00051455566,0.0033299476,0.0020959084,-0.5663134,0.04352081,0.837213
276810114,276809897,0.0020079045,-5.5307522e-05,-0.00016297167,0.6143107,-0.40227547,-0.20800543
276832339,276832123,0.007405252,-0.0046349075,-0.0026484905,0.9493146,-0.36377865,-0.1781618
276849643,276849411,-0.0034897844,-0.0035803951,-0.0013230934,-0.38518816,0.5828605,-0.5350491
276871224,276870419,0.004484245,0.0007514452,-0.003614826,1.7421787,1.1179148,-0.8594073
276891613,276891397,0.01663434,0.00078658026,-0.0016163783,3.0646963,0.025442742,0.17940101
276912573,276912362,0.0054850928,0.0020154621,0.00038618874,-0.38151902,-0.7908611,0.42591375
276929865,276929660,0.015713075,0.008059347,-0.0035292585,4.531419,0.11914282,-0.6234316
276952149,276951908,-0.008409416,-8.905667e-05,0.0027785017,-3.759968,-0.7490077,0.6365818
276973125,276972880,-0.026746778,-0.0041876277,0.00032354565,-6.9506593,-0.4610778,0.2803091
276989184,276988925,0.03268559,-0.0011738455,-0.0021543652,5.129656,0.26981524,-0.038760316
277010183,277009952,0.00043755549,-0.0012650741,0.00090137916,-1.6532618,0.48584044,0.3458789
277032455,277032169,-0.025109654,-0.0018533645,-0.0014823142,-4.5854588,0.24819241,-0.38816747
277053353,277053139,-0.002639891,-0.00278972,-0.0027106826,0.6495384,-0.25925058,-0.49167642
277070689,277070430,-0.019677794,0.002148862,-0.00037075998,-4.618251,-0.19354056,-0.1167556
277092849,277092636,-0.00013987784,0.0014510052,-0.002214102,1.8981935,-0.13601129,-0.41812545
277113845,277113628,0.007224996,0.0006693201,-0.0019163513,2.7690613,0.18800303,-0.49613324
277129884,277129661,-0.011579344,-0.0018325457,0.0012284177,-3.383257,-0.3681155,0.44460565
277151067,277150661,-0.01697191,0.0019264687,0.00067750085,-3.6586454,-0.13522357,0.42014277
277171899,277171657,-0.019415768,0.0075585153,0.0008577616,-3.5974724,0.43845057,0.28539565
277191669,277191414,-0.0231591,0.0072992463,-0.0014813908,-4.289799,0.4074718,-0.18969071
277209583,277208697,-0.003199173,0.0008442532,0.0005805576,-2.831091,-0.25872105,0.4541498
277229218,277228445,-0.010341007,-0.0011198204,0.0014641089,-4.4414654,-0.37236145,0.38409406
277252733,277251925,-0.0016254883,-0.004182578,-0.00034439238,0.51074946,-0.29397258,-0.14117794
277270653,277270439,-0.011768262,-0.005391853,-0.0021058167,-2.1270003,-0.16371824,-0.3771039
277292215,277291406,-0.0074369735,-0.0012895744,-0.0019978406,-0.2712006,0.6511353,-0.25092873
277312963,277312430,0.0045980103,-0.00011016801,-4.4337008e-05,2.5092883,0.16245383,0.20057777
277333723,277333410,0.016764753,-2.1457672e-06,-0.0007352459,4.0364776,-0.103133895,-0.080029234
277350957,277350716,-0.008675703,0.0002175942,0.0007088324,-1.1571202,0.27490002,0.28908765
277371875,277371662,-0.0067515573,0.0019460134,9.469781e-05,-0.007445574,0.16608748,0.13307674
277392871,277392655,0.00516818,0.0027873628,-0.00028167432,2.144094,-0.30844635,-0.11857395
277410159,277409946,-0.018117502,0.003963588,-0.0007252949,-3.5485456,0.4197082,-0.25027847
277431147,277430930,-0.0020566594,0.0025250595,2.6953872e-05,0.636394,0.21822613,0.19968247
277449758,277449460,-0.013759141,0.0011052974,-0.0025521326,-2.6375847,-0.15668507,-0.3444214
277472624,277471703,0.0032750305,-0.0009959526,9.6742064e-05,1.0621359,-0.029727787,0.2597238
277491003,277490185,-0.011224153,-0.0024064966,-0.0025095346,-1.6556826,0.3798505,-0.38290972
277513376,277512418,0.008237054,-0.002429504,-0.0006828769,2.600504,-0.1602884,0.03392122
277532400,277532186,0.015094857,-7.681362e-05,7.401407e-05,3.8964722,-0.3498933,0.3204198
277549801,277549473,-0.007244266,0.00145665,-0.0028077948,-0.70403224,-0.020021316,-0.6247873
277570669,277570448,-0.0025849945,0.00388363,-0.0037384469,1.0425025,0.32252222,-0.7648589
277592003,277591426,0.012064806,0.0038278347,-0.003436978,3.796026,0.21731175,-0.45161602
277614690,277613742,0.013428685,-0.0027882976,-0.00063459715,1.7061484,-0.3693503,0.08903758
277630444,277629728,-0.0060071107,-0.003262244,-0.0012259968,-0.8845167,0.39002952,-0.14304191
277651086,277650700,0.003596984,-0.0015314573,-0.002541038,1.8405297,0.6429003,-0.2526607
277673724,277672916,0.018514486,0.0029199256,0.0019753776,3.1291063,0.4367316,0.79493266
277686756,277686523,-0.015493578,0.001945168,-0.0011025153,-3.8058548,-0.38693735,-0.096550845
277711468,277711204,0.010190056,0.0019255097,-0.0027313181,3.4187353,-0.48005626,-0.31696907
277733658,277733427,0.017236095,-0.0010089816,-0.0018366063,2.6491883,-0.45632708,-0.07163168
277752261,277751965,0.016061608,-0.0013073457,-0.0030036601,3.7632613,-0.3030753,-0.51071763
277770657,277770443,0.0061662905,0.0012886899,-0.0015642145,3.168107,0.2818702,-0.17662017
277791116,277790240,0.0027851698,0.002028134,-0.0031562103,2.516951,0.11415802,-0.5265405
277812655,277812439,0.022210162,0.0023916124,-0.00042148773,4.15213,-0.12534344,0.22025105
277831153,277830939,0.008976805,0.0037069267,-0.0031383894,3.005325,0.038532466,-0.48770857
277851017,277850719,0.013717742,0.002697768,-0.001888551,4.2458787,0.03600657,-0.25187248
277871989,277871705,0.018719882,0.00313819,-0.0003334321,4.0455985,0.5039299,0.12734902
277892941,277892695,0.011241691,-0.000100296165,0.0012639249,0.8407512,0.2455504,0.39731377
277910185,277909975,0.013714142,-0.004451555,-0.0005717485,3.6307974,0.10120167,-0.0018336507
277931776,277930993,0.01673987,-0.0036052878,0.0016678167,2.5715363,0.1737428,0.5115363
277952229,277951956,0.003598894,-0.000532346,0.0013977322,-0.85795736,0.028424116,0.47621945
277970696,277970481,0.013212737,0.0032103898,-0.00085167517,1.8410423,0.3239832,0.061336603
277991919,277991465,0.0035002911,0.0041466355,0.0012508114,0.22280657,-0.08225959,0.48333457
278013266,278012451,-0.0040001245,0.0011109223,0.0013955967,-2.134809,-0.60828036,0.40936986
278032778,278032251,0.009703562,-0.0048316335,0.0014578546,0.95285696,-0.8838871,0.6023259
278050297,278049489,0.008945549,-0.0068229446,-0.0024951235,2.3409724,-0.023058407,-0.34914085
278069826,278069239,0.0049263956,-0.006948977,-0.0022835461,2.1782045,0.35857275,-0.38723066
278092276,278091465,0.014757083,-0.000102371676,-0.00013981247,2.3555472,0.5912726,0.07586564
278109591,278108755,-0.006663856,0.0057019508,-0.0031479099,-0.008464828,0.42554188,-0.76478976
278129961,278129747,0.005881495,0.0101641035,-0.002512964,2.3198748,-0.11753424,-0.51817364
278152750,278152030,0.0024689883,0.00807277,0.0012954907,-0.12947297,-0.28224495,0.3544521
278173214,278172964,-0.0044172676,0.0002060209,-0.00045394618,-0.17144832,-0.24218427,-0.05774767
278190459,278190243,-0.0065425555,-0.006639504,0.0014527435,-1.8698518,0.19206773,0.2682437
278211446,278211237,-0.0130630275,-0.008824817,-0.0010159086,-2.8355925,0.2384548,0.0986356
278232467,278232228,0.0043804077,-0.005642387,0.0010126438,1.2727007,0.1590246,0.32401273
278249737,278249512,-0.008523268,-0.0007485084,-0.00021618512,-1.5519506,0.06060794,-0.14863922
278271120,278270486,0.009957078,0.005030607,-0.0013105804,3.7526739,0.051782727,0.21441866
278283609,278282872,0.009620617,0.007921983,-0.0002702102,1.3084189,0.26061907,0.53990537
278306511,278306298,-0.02250901,0.003357138,-0.00062984973,-4.722965,-0.5764911,-0.5138507
278329973,278329761,0.017229363,0.0020676288,-0.0008302424,4.9946265,-0.105227545,-0.01120827
278350996,278350743,0.019510286,-0.002247401,-0.00027540606,4.335009,-0.20131592,0.21055135
278373733,278373034,0.0018364791,-0.0028714486,-0.0017136589,-0.8628285,0.06998248,-0.32166126
278390488,278390265,0.010197292,-0.0015493617,0.002809295,2.4938731,0.33863515,0.67321
278411469,278411255,-0.00012364858,0.0025072875,0.00075774547,-0.22015554,0.6223144,0.12075238
278432434,278432216,-0.0039035429,0.0022198255,-0.00056819245,-1.2904872,0.4991895,-0.07308225
278452740,278451960,-0.0013164487,-0.0005046587,0.00052538933,-0.38927954,-0.31414023,-0.01916857
278471959,278471744,0.00029322685,0.0023502586,0.0020165043,0.1955933,-0.24916519,0.18230365
278491727,278491478,-0.010293776,0.0016454634,0.0010625124,-2.233687,-0.28952608,0.23013961
278511456,278511230,0.005493466,-0.0013227976,0.003431914,0.0647099,-0.02484599,0.78777206
278529273,278528533,0.010042572,-0.0035084635,-0.00094317715,2.964154,0.0897178,0.07610744
278552229,278552006,-0.0012869069,-0.0043998295,-0.001030344,-1.4332566,-0.16185082,-0.3501823
278572046,278571764,0.0073238197,-0.004930808,0.001802051,-0.39613926,-0.5715489,-0.052652597
278592962,278592744,-0.01204761,-0.0035042942,-0.0037167582,-3.0370016,-0.51566994,-0.54517686
278609017,278608808,0.009157308,0.0025580905,-0.0016391983,2.5747924,0.5674757,0.2668334
278631233,278631021,0.002298347,0.0026740867,0.0011751573,-0.67992485,0.24406359,0.0716321
278651040,278650783,-0.006254267,0.0028009738,0.0015743431,-2.4927647,-0.0054419497,0.09359965
278670744,278670520,0.0020267891,0.0015050999,0.0011373004,-0.88564485,-0.534191,0.4805134
278690473,278690253,-0.0011631658,0.0013467919,-5.7412777e-05,-1.0529579,-0.36551112,0.1412371
278712816,278712524,-0.006623242,0.0010569699,-0.0004184628,-1.6107103,-0.28174827,-0.13612707
278733040,278732270,-0.00011180781,0.002274255,-0.0007059674,0.027306002,-0.08232435,0.080654286
278749960,278749728,0.002596482,0.0019030746,-0.0005669792,0.8581219,0.2909752,-0.03115881
278770753,278770534,0.0009773385,-0.0011247371,-0.0007190476,0.60044414,-0.11157906,-0.13345644
278792961,278792747,0.006548002,-0.00024556112,-0.0024987622,1.5778707,0.16243663,-0.20385736
278810785,278810037,-0.009524308,-0.00028352928,-0.001068146,-0.7652772,0.41841206,-0.14973342
278831257,278831039,0.00094607123,-0.001158138,-0.0016975882,1.4213331,0.69560295,-0.31745458
278852327,278852026,0.019038346,-0.0046248175,-0.00087806815,3.8986733,0.05206954,0.03458704
278873234,278873000,0.0076749055,-0.0034273113,-0.00082805566,0.8102537,-0.16143037,0.05191911
278890506,278890287,0.004467135,0.0015636995,-0.00077713886,1.7338023,0.31422025,0.0898672
278913310,278912517,0.005875996,0.009078417,0.0014334121,1.1765289,0.31871876,0.24350372
278932488,278932270,-0.002159337,0.011315877,0.0002711108,-1.0805057,0.1569699,-0.099879876
278949764,278949535,-0.0011775331,0.0036346666,-0.0008364378,-1.0672431,-0.6766709,0.14643867
278970762,278970537,-0.01566942,-0.0043176725,5.662441e-07,-3.8969874,-0.94788724,0.18997169
278992979,278992763,-0.01522443,-0.0017605391,-0.0047093006,-1.2011158,0.3443412,-1.1414957
279014028,279013778,0.0064013316,-0.0015364573,-0.005358504,3.8043015,0.65568656,-0.86167634
279030033,279029814,-0.026964545,-0.0061372076,0.00034950115,-6.95222,-0.076579854,0.39927295
279052266,279052059,-0.018389493,0.0013469919,-0.00087894057,-2.2113917,0.60520184,-0.34950557
279072001,279071781,-0.016293246,0.0064755096,7.703155e-05,-3.0810194,0.62998813,-0.24928312
279090501,279090294,-0.007775247,0.004050366,-0.0002744943,-1.5045,-0.4165502,0.27651227
279111526,279111292,-0.006530543,0.0071878317,-0.00016918033,-0.3152088,0.07314713,0.049526714
279132472,279132274,0.00401282,0.003294174,-0.0006329885,1.711269,0.19606566,-0.082445115
279149852,279149560,-0.012526007,-0.0039747083,-0.0035315703,-2.4309058,-0.012662418,-0.55512327
279170774,279170557,-0.00320927,-0.009752787,-0.0009535167,0.5453474,-0.50822526,-0.19999346
279191813,279191551,-0.006162539,-0.0053566736,-0.00022025127,0.38323334,0.15517893,-0.23549986
279214063,279213790,0.00042104963,0.004634891,-0.0034262538,0.79413164,0.96775776,-0.47133487
279230049,279229828,-0.0045035635,0.0043057837,1.9065104e-05,-1.8993143,-0.24896528,0.22650656
279247326,279247102,0.008586977,0.008352149,-0.0009977319,1.4789479,0.48651877,-0.038724534
279271365,279270568,-0.009055676,0.00054828054,0.0012028543,-2.7098777,-0.38912868,0.3973553
279293642,279292790,-0.006768459,0.00015770248,-0.0009534084,-1.0965098,0.7014907,-0.16594042
279310297,279310088,-0.008650251,-0.0052046655,0.0001057093,-2.4505773,-0.33737257,-0.14088644
279332521,279332305,-0.004958947,-0.00089323916,-0.0020210377,-0.3581004,0.43635923,-0.38140467
279352296,279352070,-0.008238223,0.001980731,-0.002036338,-0.3069188,0.03248307,-0.45204362
279370201,279369319,-0.01483675,0.0053539947,0.0025009774,-3.6591606,0.19715512,0.4077221
279391763,279391537,-0.012850203,0.0026741528,-0.002609074,-1.3497677,-0.048179127,-0.5954961
279412769,279412547,0.0032697283,-0.0013711716,-0.0016388034,1.8383511,0.05746329,-0.33004266
279433787,279433552,0.016507221,-0.0056026634,-0.0005553588,3.5447402,-0.44714257,-0.06108658
279451647,279450818,0.0074700485,-0.0014350417,-0.0014982321,2.2074318,0.38639835,-0.20408379
279470920,279470599,-0.00030931688,0.0015263555,-0.0014208027,0.8031206,0.43355936,-0.2368271
279493038,279492804,0.003685385,0.005569618,-0.00050990493,0.86106837,0.14754859,-0.16117021
279510319,279510090,-0.005622879,0.006399894,-0.0010212427,-1.0700405,0.35079634,-0.21762784
279531290,279531074,0.00027440584,0.0037911495,-0.0016138048,1.3743241,0.16787302,-0.34051353
279549821,279549592,-0.016513348,-0.0025714769,0.00014851242,-2.8461514,-0.6476837,-0.20822327
279572074,279571825,0.0015048515,-0.0003189689,-0.0024606464,1.651866,0.44669518,-0.46761766
279591072,279590363,-0.015253846,-0.0008032399,-0.00066390866,-3.0768652,0.1569283,-0.3866176
279610396,279610074,-0.014798866,-0.00045814255,0.0012526936,-1.8473656,0.030501712,0.06371031
279631857,279631078,-0.007432673,0.0004937455,-0.0015479012,-0.20945609,0.051346898,-0.39948767
279650427,279649630,-0.0008399446,0.0032323443,0.0018952196,-0.033050694,0.041633714,0.23022732
279671367,279670589,-0.006948452,0.006694059,-0.0011395528,-1.2282805,0.24427232,-0.43902448
279693080,279692850,0.005824485,0.00444948,-0.0039340644,2.8702488,-0.010227744,-0.59719586
279714567,279713797,0.020058118,0.0008986734,-0.001837369,5.875661,0.1390461,-0.24050201
279731370,279731091,-0.008014472,-0.0041462798,-0.0007667695,-0.8229075,-0.12078424,-0.44226182
279751875,279750996,-0.008119438,-0.0034465229,-0.0017868006,-1.1818136,-0.4886579,-0.34572485
279773320,279773079,0.013714456,0.0020539716,-0.0018300966,3.4048102,0.16180094,-0.22122963
279789348,279789128,-0.024803447,0.0026810796,0.0008430099,-5.309126,0.20910722,0.010346543
279811560,279811344,-0.008448203,-0.00017877185,-0.002219746,-0.030290365,-0.264162,-0.5352633
279832661,279832352,0.007573021,-0.001566204,-0.0026462136,3.275999,-0.11180302,-0.46331283
279853524,279853297,0.007486317,0.0006276846,-0.00010485994,1.4329542,0.52008235,0.10226798
